time/episodes,rollout/success_rate,train/ent_coef_loss,rollout/ep_rew_mean,time/fps,curriculum/epsilon,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,time/time_elapsed,eval/clean_mean_d,eval/clean_success_rate
468,0.8600000143051147,-1.9374005794525146,-10.49,15,1.0296,0.10857425630092621,0.004832048900425434,0.0003,23299,50.0,23400,-4.300860404968262,1552,,
472,0.8500000238418579,-1.972362756729126,-10.39,15,1.0384,0.10724245011806488,0.004679904319345951,0.0003,23499,50.0,23600,-4.169795036315918,1565,,
476,0.8500000238418579,-0.50374436378479,-11.02,15,1.0472,0.11402095854282379,0.004623505286872387,0.0003,23699,50.0,23800,-4.196081161499023,1577,,
480,0.8299999833106995,-1.438552975654602,-11.91,15,1.056,0.10910643637180328,0.004514539148658514,0.0003,23899,50.0,24000,-4.008864402770996,1591,,
484,0.8199999928474426,0.2781095504760742,-12.36,15,1.0648,0.11985313892364502,0.004432718735188246,0.0003,24099,50.0,24200,-4.038042068481445,1604,,
488,0.8100000023841858,-0.28436189889907837,-12.99,15,1.0735999999999999,0.13063907623291016,0.004349354188889265,0.0003,24299,50.0,24400,-4.15134334564209,1617,,
492,0.8100000023841858,-0.0682220458984375,-12.83,15,1.0824,0.1025819405913353,0.00433217640966177,0.0003,24499,50.0,24600,-4.345149993896484,1630,,
496,0.7900000214576721,1.6831167936325073,-13.6,15,1.0912,0.11843699961900711,0.0044402689673006535,0.0003,24699,50.0,24800,-3.7972190380096436,1643,,
500,0.7799999713897705,0.0744900107383728,-14.3,15,1.0999999999999999,0.11906081438064575,0.00435169180855155,0.0003,24899,50.0,25000,-4.147830486297607,1661,0.016141167907714256,1.0
504,0.7699999809265137,2.1278772354125977,-14.89,15,1.1,0.12133309245109558,0.004299324005842209,0.0003,25099,50.0,25200,-4.202935695648193,1674,,
508,0.75,-0.6320579051971436,-15.83,15,1.1,0.1457083821296692,0.0043064807541668415,0.0003,25299,50.0,25400,-4.329597473144531,1687,,
512,0.7300000190734863,1.3009859323501587,-16.51,15,1.1,0.13314148783683777,0.0043681031093001366,0.0003,25499,50.0,25600,-4.122119903564453,1701,,
516,0.7200000286102295,-0.9654581546783447,-17.71,15,1.1,0.1415214091539383,0.004379588644951582,0.0003,25699,50.0,25800,-4.163826942443848,1714,,
520,0.6800000071525574,-0.9444350004196167,-19.52,15,1.1,0.11654082685709,0.004351065494120121,0.0003,25899,50.0,26000,-4.237407684326172,1728,,
524,0.6800000071525574,2.3484179973602295,-19.27,15,1.1,0.1366114318370819,0.0042871516197919846,0.0003,26099,50.0,26200,-3.802370548248291,1742,,
528,0.6700000166893005,-1.4362823963165283,-19.42,15,1.1,0.12450262904167175,0.004298563580960035,0.0003,26299,50.0,26400,-4.199615955352783,1756,,
532,0.6600000262260437,-2.745192527770996,-20.25,15,1.1,0.15956763923168182,0.004204555414617062,0.0003,26499,50.0,26600,-4.561647415161133,1771,,
536,0.6399999856948853,0.7877988815307617,-21.13,15,1.1,0.16158901154994965,0.004134953022003174,0.0003,26699,50.0,26800,-4.149155139923096,1784,,
540,0.6200000047683716,-0.22076427936553955,-22.04,15,1.1,0.17735326290130615,0.004072853829711676,0.0003,26899,50.0,27000,-4.187536239624023,1798,,
544,0.5899999737739563,-0.8836306929588318,-23.38,15,1.1,0.14002420008182526,0.003938054665923119,0.0003,27099,50.0,27200,-4.284106254577637,1812,,
548,0.5899999737739563,-0.2547604739665985,-23.81,15,1.1,0.15382687747478485,0.004014355130493641,0.0003,27299,50.0,27400,-4.64857292175293,1825,,
552,0.5699999928474426,1.0068988800048828,-24.93,15,1.1,0.1632034331560135,0.0041677216067910194,0.0003,27499,50.0,27600,-4.486397743225098,1839,,
556,0.550000011920929,-0.16397932171821594,-25.7,15,1.1,0.17103980481624603,0.004319836851209402,0.0003,27699,50.0,27800,-4.310823440551758,1852,,
