rollout/success_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,curriculum/epsilon,train/critic_loss,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,eval/clean_success_rate,eval/clean_mean_d
1.0,50.0,26600,55,-1.8,0.0,0.0412178635597229,532,26499,-2.686164379119873,477,0.0003,-2.694267511367798,0.005486808251589537,,
1.0,50.0,26800,55,-1.81,0.0,0.036821722984313965,536,26699,-2.730229377746582,480,0.0003,0.14760267734527588,0.005252089351415634,,
1.0,50.0,27000,55,-1.78,0.0,0.04992855712771416,540,26899,-2.731327772140503,483,0.0003,0.8472497463226318,0.005243316292762756,,
1.0,50.0,27200,55,-1.82,0.0,0.04577977955341339,544,27099,-2.765432357788086,487,0.0003,-0.6920657157897949,0.0052176122553646564,,
1.0,50.0,27400,55,-1.8,0.0,0.035884857177734375,548,27299,-2.7787892818450928,490,0.0003,-0.44151556491851807,0.005115396808832884,,
1.0,50.0,27600,55,-1.78,0.0,0.03789500519633293,552,27499,-2.4796600341796875,493,0.0003,0.20353035628795624,0.005118219647556543,,
1.0,50.0,27800,55,-1.79,0.0,0.03405379503965378,556,27699,-2.641186237335205,496,0.0003,1.917022466659546,0.0049025872722268105,,
1.0,50.0,28000,56,-1.76,0.0,0.04777391254901886,560,27899,-2.633291006088257,499,0.0003,-1.656079649925232,0.00490211509168148,,
1.0,50.0,28200,56,-1.75,0.0,0.025525592267513275,564,28099,-2.7454447746276855,503,0.0003,-2.0711851119995117,0.00467488169670105,,
1.0,50.0,28400,56,-1.76,0.0,0.045561373233795166,568,28299,-2.610959768295288,506,0.0003,-0.737257719039917,0.004671039991080761,,
1.0,50.0,28600,56,-1.76,0.0,0.035695403814315796,572,28499,-2.5342087745666504,509,0.0003,0.6913148760795593,0.004571500699967146,,
1.0,50.0,28800,56,-1.77,0.0,0.049378179013729095,576,28699,-2.613830804824829,512,0.0003,1.0436434745788574,0.004491232335567474,,
1.0,50.0,29000,56,-1.76,0.0,0.03715033829212189,580,28899,-2.5880799293518066,516,0.0003,1.8738802671432495,0.004450674634426832,,
1.0,50.0,29200,56,-1.73,0.0,0.03740100562572479,584,29099,-2.643670082092285,519,0.0003,-1.0851784944534302,0.004414098337292671,,
1.0,50.0,29400,56,-1.72,0.0,0.042385853826999664,588,29299,-2.6517229080200195,522,0.0003,-2.2911672592163086,0.004344414919614792,,
1.0,50.0,29600,56,-1.71,0.0,0.03454112261533737,592,29499,-2.5763473510742188,525,0.0003,-0.8577512502670288,0.004349936731159687,,
